symbol,total_trades,win_rate,profit_factor,expectancy,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,equity_final,equity_peak,return_pct,buy_hold_return
ETHUSDT,133,61.65413533834586,1.1532846387001665,0.08797610307616127,-6.253486716601408,1.2533064029597583,2.248150637121951,3.3469963323497502,10823.580192250009,10943.713501392867,8.235801922500086,-24.322785809870382
